"1" 0 0 0 0 0 0 1.03321271425995e-05 0.634364080698937 5.55111512312578e-16 202.506038867919
"1" 0 0 0 0 0 1 1.34782120477974e-06 0.597466273929294 9.99200722162641e-16 202.631018264931
"1" 0 0 0 0 0 2 0.00018250034424996 0.550184864964929 5.32907051820075e-15 201.319723174785
"1" 0 0 0 0 0 3 3.67897553570379e-06 0.547063242478666 3.66373598126302e-15 195.125533448458
"1" 0 0 0 0 0 4 1.07060932626233e-06 0.592220830463962 2.66453525910038e-15 196.109070129649
"1" 0 0 0 0 0 5 5.81785243802901e-05 0.523249962592076 2.97539770599542e-14 189.779569842168
"1" 0 0 0 0 1 0 0.00129806472134825 0.609320804390812 1.66533453693773e-15 205.74171253127
"1" 0 0 0 0 1 1 6.56231313613237e-07 0.673955010133772 1.11022302462516e-15 194.989519112792
"1" 0 0 0 0 1 2 1.50981937018657e-06 0.646883364785634 1.22124532708767e-15 196.833191715919
"1" 0 0 0 0 1 3 1.57959444245873e-06 0.687814535894764 1.22124532708767e-15 197.843869932652
"1" 0 0 0 0 1 4 1.96064416542027e-06 0.650278452847182 1.33226762955019e-15 200.310104322245
"1" 0 0 0 0 1 5 1.95293466567767e-06 0.683571720536166 1.22124532708767e-15 201.722447284977
"1" 0 0 0 0 2 0 2.04339129198986e-06 0.567591212715698 3.33066907387547e-15 219.730941834137
"1" 0 0 0 0 2 1 1.54028394121493e-05 0.618805252342938 1.55431223447522e-15 195.77529851221
"1" 0 0 0 0 2 2 1.45299770473837e-05 0.719027300608546 1.55431223447522e-15 186.889201154328
"1" 0 0 0 0 2 3 1.96174247002223e-05 0.783961856320447 2.1094237467878e-15 188.549246726408
"1" 0 0 0 0 2 4 1.61049668783702e-05 0.678337344641463 2.44249065417534e-15 186.648773980101
"1" 0 0 0 0 2 5 5.06915595591128e-05 0.670437809478371 4.66293670342566e-15 186.138610902315
"1" 0 0 0 0 3 0 3.46387010285299e-06 0.527065212576931 8.77076189453874e-15 207.602485206027
"1" 0 0 0 0 3 1 1.09036144214226e-07 0.58450197981466 4.21884749357559e-15 193.244213389859
"1" 0 0 0 0 3 2 2.72165886719792e-09 0.622979489835379 2.1094237467878e-15 191.626593228338
"1" 0 0 0 0 3 3 3.76340312974076e-09 0.619886942821546 2.33146835171283e-15 193.57845103982
"1" 0 0 0 0 3 4 4.40474315146093e-09 0.61284188886119 2.99760216648792e-15 195.125113862669
"1" 0 0 0 0 3 5 4.1498928070648e-09 0.611078847790196 3.10862446895044e-15 197.109588456979
"1" 0 0 0 1 0 0 1.43608761166615e-06 0.611464541255503 8.88178419700125e-16 202.925862554387
"1" 0 0 0 1 0 1 0.000106779048788877 0.611615629578314 9.99200722162641e-16 202.114292704776
"1" 0 0 0 1 0 2 1.95164217235566e-05 0.537804971665427 2.77555756156289e-15 198.123680855812
"1" 0 0 0 1 0 3 1.5580773156499e-05 0.541503211464692 2.77555756156289e-15 199.44035106495
"1" 0 0 0 1 0 4 2.36027086084131e-06 0.55291319582357 3.44169137633799e-15 199.033770814187
"1" 0 0 0 1 0 5 2.28890263185971e-05 0.538554734378927 2.28705943072782e-14 190.960073333053
"1" 0 0 0 1 1 0 3.46193701818598e-06 0.715244967606419 9.99200722162641e-16 198.013401631423
"1" 0 0 0 1 1 1 1.95224442479522e-06 0.636369792545559 1.33226762955019e-15 196.809374451974
